Year,LocationAbbr,LocationDesc,TopicDesc,Gender,Race,Age,Education
2011,DC,District of Columbia,  Adults,Overall,All Races,25 to 44 Years,All Grades
2018,AZ,Arizona,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2014,MN,Minnesota,  Adults,Overall,All Races,18 to 24 Years,All Grades
2014,NE,Nebraska,  Adults,Female,All Races,All Ages,All Grades
2019,DE,Delaware,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,MS,Mississippi,E-  Adults,Male,All Races,All Ages,All Grades
2018,NV,Nevada,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012,ID,Idaho,  Adults,Overall,All Races,All Ages,All Grades
2018,VA,Virginia,E-  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,NH,New Hampshire,  Adults,Overall,All Races,All Ages,All Grades
2014,CA,California,  Adults,Overall,White,All Ages,All Grades
2017,ID,Idaho,  Adults,Female,All Races,18 to 44 Years,All Grades
2019,MN,Minnesota,  Adults,Overall,All Races,All Ages,All Grades
2015,RI,Rhode Island, Adults,Female,All Races,All Ages,All Grades
2015,MD,Maryland,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2011,ME,Maine,  Adults,Overall,All Races,25 to 44 Years,All Grades
2011,WA,Washington,  Adults,Overall,All Races,All Ages,All Grades
2014,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2014,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2012,FL,Florida,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,AR,Arkansas,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2012-2013,VA,Virginia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,NJ,New Jersey, Adults,Female,All Races,All Ages,All Grades
2017,UT,Utah,E-  Adults,Female,All Races,All Ages,All Grades
2016,WA,Washington,E-  Adults,Female,All Races,All Ages,All Grades
2017,RI,Rhode Island,  Adults,Overall,White,All Ages,All Grades
2013,IN,Indiana,  Adults,Overall,All Races,All Ages,All Grades
2013-2014,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2015,AK,Alaska,  Adults,Overall,All Races,Age 20 and Older,> 12th Grade
2012-2013,IN,Indiana,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015,OR,Oregon,  Adults,Male,All Races,All Ages,All Grades
2011,WV,West Virginia,  Adults,Male,All Races,All Ages,All Grades
2012,NY,New York,  Adults,Female,All Races,All Ages,All Grades
2013,MS,Mississippi,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2011,OK,Oklahoma,  Adults,Overall,All Races,All Ages,All Grades
2011,CA,California,  Adults,Overall,All Races,25 to 44 Years,All Grades
2014,AL,Alabama,  Adults,Male,All Races,All Ages,All Grades
2012,WA,Washington,  Adults,Overall,All Races,All Ages,All Grades
2016,TX,Texas,  Adults,Overall,African American,All Ages,All Grades
2013,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2011,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2012,WI,Wisconsin,  Adults,Female,All Races,All Ages,All Grades
2019,AL,Alabama,  Adults,Overall,All Races,25 to 44 Years,All Grades
2017-2018,ID,Idaho,  Adults,Overall,African American,All Ages,All Grades
2013,ND,North Dakota,  Adults,Overall,African American,All Ages,All Grades
2017,PR,Puerto Rico,E-  Adults,Male,All Races,All Ages,All Grades
2018,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2016,GU,Guam,  Adults,Overall,All Races,All Ages,All Grades
2014-2015,RI,Rhode Island,  Adults,Overall,White,All Ages,All Grades
2015,PR,Puerto Rico,  Adults,Female,All Races,All Ages,All Grades
2016,ND,North Dakota,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2015,HI,Hawaii,  Adults,Overall,All Races,65 Years and Older,All Grades
2012-2013,SC,South Carolina,  Adults,Overall,Hispanic,All Ages,All Grades
2019,WI,Wisconsin,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2017,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2018,WI,Wisconsin,E-  Adults,Male,All Races,All Ages,All Grades
2012,WY,Wyoming,  Adults,Overall,All Races,18 to 24 Years,All Grades
2011,NV,Nevada,  Adults,Female,All Races,All Ages,All Grades
2016,TN,Tennessee,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,ND,North Dakota,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2017,OR,Oregon,E-  Adults,Male,All Races,All Ages,All Grades
2017-2018,GA,Georgia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2013-2014,TX,Texas,  Adults,Overall,African American,All Ages,All Grades
2014,AK,Alaska,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2017,CO,Colorado,  Adults,Female,All Races,All Ages,All Grades
2015,NY,New York,  Adults,Female,All Races,All Ages,All Grades
2011,WA,Washington,  Adults,Male,All Races,All Ages,All Grades
2014,IL,Illinois,  Adults,Female,All Races,All Ages,All Grades
2011,TX,Texas,  Adults,Male,All Races,All Ages,All Grades
2016-2017,OH,Ohio,E-  Adults,Overall,Hispanic,All Ages,All Grades
2016,WV,West Virginia,E-  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2013,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2018,ID,Idaho,E-  Adults,Overall,All Races,All Ages,All Grades
2018,KS,Kansas,  Adults,Male,All Races,All Ages,All Grades
2018,FL,Florida,  Adults,Female,All Races,All Ages,All Grades
2013-2014,MD,Maryland,  Adults,Overall,African American,All Ages,All Grades
2015-2016,NY,New York,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2016,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2017,MN,Minnesota,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,ND,North Dakota, Adults,Male,All Races,All Ages,All Grades
2014,KS,Kansas,  Adults,Female,All Races,All Ages,All Grades
2014,MS,Mississippi,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012,OR,Oregon,  Adults,Overall,White,All Ages,All Grades
2016,CT,Connecticut,  Adults,Female,All Races,All Ages,All Grades
2015,ND,North Dakota,  Adults,Female,All Races,18 to 44 Years,All Grades
2016,SD,South Dakota, Adults,Overall,All Races,All Ages,All Grades
2014,CT,Connecticut,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,OK,Oklahoma,  Adults,Overall,Hispanic,All Ages,All Grades
2019,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2013,SC,South Carolina,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2013,VT,Vermont,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WV,West Virginia, Adults,Overall,All Races,All Ages,All Grades
2018-2019,WI,Wisconsin,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,MO,Missouri,  Adults,Male,All Races,All Ages,All Grades
2015,RI,Rhode Island,  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,PR,Puerto Rico,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,SD,South Dakota, Adults,Overall,All Races,All Ages,All Grades
2017,MS,Mississippi, Adults,Overall,All Races,All Ages,All Grades
2016,MN,Minnesota,E-  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2017,DE,Delaware,E-  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2017,SC,South Carolina,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2019,NY,New York,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2011,KS,Kansas, Adults,Female,All Races,All Ages,All Grades
2018,DE,Delaware,  Adults,Female,All Races,All Ages,All Grades
2013,KS,Kansas,  Adults,Female,All Races,All Ages,All Grades
2012-2013,SD,South Dakota,  Adults,Overall,Hispanic,All Ages,All Grades
2017,TN,Tennessee,E-  Adults,Overall,Hispanic,All Ages,All Grades
2016,OK,Oklahoma,E-  Adults,Overall,African American,All Ages,All Grades
2015,GU,Guam,  Adults,Female,All Races,All Ages,All Grades
2013,PR,Puerto Rico,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2016,VT,Vermont,  Adults,Overall,All Races,65 Years and Older,All Grades
2018,CA,California, Adults,Overall,All Races,All Ages,All Grades
2018,WV,West Virginia,  Adults,Female,All Races,All Ages,All Grades
2019,ME,Maine,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2018,GA,Georgia,E-  Adults,Female,All Races,All Ages,All Grades
2017,WY,Wyoming,  Adults,Overall,All Races,All Ages,All Grades
2019,CA,California,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2018,HI,Hawaii,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2015-2016,AR,Arkansas,  Adults,Overall,Hispanic,All Ages,All Grades
2014,KY,Kentucky,  Adults,Overall,All Races,Age 20 and Older,< 12th Grade
2013,HI,Hawaii, Adults,Male,All Races,All Ages,All Grades
2012,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2019,MT,Montana,  Adults,Overall,White,All Ages,All Grades
2014,WV,West Virginia,  Adults,Overall,All Races,All Ages,All Grades
2018,CT,Connecticut,E-  Adults,Overall,All Races,All Ages,All Grades
2017,GA,Georgia,  Adults,Overall,All Races,65 Years and Older,All Grades
2012,MD,Maryland,  Adults,Female,All Races,All Ages,All Grades
2014,CA,California, Adults,Male,All Races,All Ages,All Grades
2019,ID,Idaho,  Adults,Overall,White,All Ages,All Grades
2017,OR,Oregon,E-  Adults,Female,All Races,All Ages,All Grades
2015,VA,Virginia,  Adults,Male,All Races,All Ages,All Grades
2016,TX,Texas,E-  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,TN,Tennessee,  Adults,Overall,All Races,25 to 44 Years,All Grades
2012,VT,Vermont,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,NM,New Mexico,  Adults,Female,All Races,18 to 44 Years,All Grades
2014-2015,GU,Guam,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017,WV,West Virginia,E-  Adults,Female,All Races,All Ages,All Grades
2019,PR,Puerto Rico,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,MO,Missouri,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014,AK,Alaska,  Adults,Female,All Races,18 to 44 Years,All Grades
2012,NE,Nebraska,  Adults,Overall,All Races,18 to 24 Years,All Grades
2011-2012,MN,Minnesota,  Adults,Overall,Hispanic,All Ages,All Grades
2017,OR,Oregon,  Adults,Female,All Races,All Ages,All Grades
2016-2017,AZ,Arizona,E-  Adults,Overall,African American,All Ages,All Grades
2013,MA,Massachusetts,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2011,PR,Puerto Rico,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012-2013,MS,Mississippi,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2017-2018,NJ,New Jersey,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2017,OH,Ohio,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2015,WV,West Virginia,  Adults,Male,All Races,All Ages,All Grades
2017,GU,Guam,E-  Adults,Male,All Races,All Ages,All Grades
2012-2013,CO,Colorado,  Adults,Overall,African American,All Ages,All Grades
2018,NM,New Mexico,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2015,AZ,Arizona,  Adults,Female,All Races,All Ages,All Grades
2016,FL,Florida,  Adults,Overall,All Races,All Ages,All Grades
2018,DC,District of Columbia,  Adults,Overall,All Races,All Ages,All Grades
2017,AR,Arkansas,  Adults,Male,All Races,All Ages,All Grades
2011,KY,Kentucky,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,NM,New Mexico,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2013,MI,Michigan,  Adults,Overall,All Races,All Ages,All Grades
2017,NV,Nevada,  Adults,Overall,White,All Ages,All Grades
2017,KS,Kansas,E-  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2014,GU,Guam,  Adults,Male,All Races,All Ages,All Grades
2016,LA,Louisiana,  Adults,Overall,White,All Ages,All Grades
2015,ME,Maine,  Adults,Female,All Races,18 to 44 Years,All Grades
2012,GA,Georgia,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2016,OH,Ohio,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2015,CT,Connecticut,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016-2017,CT,Connecticut,  Adults,Overall,White,All Ages,All Grades
2012,MO,Missouri,  Adults,Overall,All Races,All Ages,All Grades
2016,FL,Florida,  Adults,Overall,White,All Ages,All Grades
2012,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2016,MN,Minnesota,E-  Adults,Male,All Races,All Ages,All Grades
2018,NM,New Mexico,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2012,IL,Illinois,  Adults,Overall,Hispanic,All Ages,All Grades
2014,MD,Maryland,  Adults,Overall,All Races,All Ages,All Grades
2018,GA,Georgia,  Adults,Overall,All Races,45 to 64 Years,All Grades
2013,PA,Pennsylvania,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2015,UT,Utah,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,PA,Pennsylvania,E-  Adults,Overall,White,All Ages,All Grades
2011,AL,Alabama,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012-2013,NE,Nebraska,  Adults,Overall,American Indian/Alaska Native,All Ages,All Grades
2019,MS,Mississippi,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2012-2013,KS,Kansas,  Adults,Overall,White,All Ages,All Grades
2011,SD,South Dakota,  Adults,Overall,All Races,Age 25 and Older,< 12th Grade
2018,DE,Delaware,  Adults,Overall,All Races,45 to 64 Years,All Grades
2011,MO,Missouri,  Adults,Female,All Races,All Ages,All Grades
2017,NJ,New Jersey,  Adults,Overall,All Races,All Ages,All Grades
2018,SC,South Carolina,  Adults,Female,All Races,All Ages,All Grades
2011,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2019,AL,Alabama,  Adults,Female,All Races,18 to 44 Years,All Grades
2014,ME,Maine,  Adults,Male,All Races,All Ages,All Grades
2019,PA,Pennsylvania,  Adults,Overall,Hispanic,All Ages,All Grades
2015,MI,Michigan,  Adults,Female,All Races,All Ages,All Grades
2014,MO,Missouri, Adults,Female,All Races,All Ages,All Grades
2014,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2012,WI,Wisconsin,  Adults,Overall,All Races,All Ages,All Grades
2015,AZ,Arizona,  Adults,Overall,Hispanic,All Ages,All Grades
2016,SD,South Dakota,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,WA,Washington,  Adults,Female,All Races,All Ages,All Grades
2016,NC,North Carolina,  Adults,Male,All Races,All Ages,All Grades
2017,TN,Tennessee,E-  Adults,Male,All Races,All Ages,All Grades
2017,UT,Utah,  Adults,Female,All Races,All Ages,All Grades
2015,MD,Maryland,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2017,NE,Nebraska,E-  Adults,Female,All Races,All Ages,All Grades
2012,PR,Puerto Rico,  Adults,Female,All Races,All Ages,All Grades
2019,SD,South Dakota,  Adults,Overall,All Races,Age 25 and Older,12th Grade
2019,CO,Colorado,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2014,LA,Louisiana,  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2018,MT,Montana,E-  Adults,Overall,All Races,All Ages,All Grades
2016,CA,California, Adults,Female,All Races,All Ages,All Grades
2011,NJ,New Jersey, Adults,Male,All Races,All Ages,All Grades
2014,DE,Delaware,  Adults,Overall,All Races,65 Years and Older,All Grades
2016-2017,CO,Colorado,  Adults,Overall,Hispanic,All Ages,All Grades
2013,SC,South Carolina,  Adults,Male,All Races,All Ages,All Grades
2019,MO,Missouri, Adults,Overall,All Races,All Ages,All Grades
2016,MT,Montana,  Adults,Male,All Races,All Ages,All Grades
2012,NM,New Mexico,  Adults,Overall,All Races,All Ages,All Grades
2015,WY,Wyoming, Adults,Female,All Races,All Ages,All Grades
2013,OR,Oregon,  Adults,Overall,Hispanic,All Ages,All Grades
2018,IL,Illinois,  Adults,Overall,All Races,All Ages,All Grades
2016,NJ,New Jersey,  Adults,Overall,Hispanic,All Ages,All Grades
2011,WA,Washington,  Adults,Overall,All Races,65 Years and Older,All Grades
2017,TX,Texas,  Adults,Overall,All Races,18 to 24 Years,All Grades
2018,FL,Florida,E-  Adults,Overall,All Races,Age 20 and Older,12th Grade
2016,AL,Alabama,  Adults,Overall,All Races,All Ages,All Grades
2017,SD,South Dakota,  Adults,Overall,All Races,Age 20 and Older,12th Grade
2014,GU,Guam,  Adults,Female,All Races,All Ages,All Grades
2017,CT,Connecticut,  Adults,Overall,All Races,All Ages,All Grades
2014,LA,Louisiana,  Adults,Female,All Races,All Ages,All Grades
2011-2012,CO,Colorado,  Adults,Overall,White,All Ages,All Grades
2014,NM,New Mexico, Adults,Overall,All Races,All Ages,All Grades
2016,NH,New Hampshire,  Adults,Female,All Races,All Ages,All Grades
2013,TX,Texas,  Adults,Overall,All Races,All Ages,All Grades
2016,NE,Nebraska,  Adults,Male,All Races,All Ages,All Grades
2019,KY,Kentucky,  Adults,Female,All Races,18 to 44 Years,All Grades
2018,RI,Rhode Island,E-  Adults,Overall,All Races,18 to 24 Years,All Grades
2015,NV,Nevada,  Adults,Male,All Races,All Ages,All Grades
2011,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2013,OR,Oregon,  Adults,Male,All Races,All Ages,All Grades
2019,GA,Georgia,  Adults,Overall,All Races,All Ages,All Grades
2018,VA,Virginia,  Adults,Female,All Races,All Ages,All Grades
2017,NH,New Hampshire,E-  Adults,Male,All Races,All Ages,All Grades
2016,MD,Maryland,E-  Adults,Female,All Races,All Ages,All Grades
2013,TN,Tennessee,  Adults,Female,All Races,All Ages,All Grades
2012,NM,New Mexico,  Adults,Overall,All Races,All Ages,All Grades
2017,KY,Kentucky,  Adults,Overall,All Races,25 to 44 Years,All Grades
2011,MA,Massachusetts,  Adults,Female,All Races,All Ages,All Grades
2015,KS,Kansas,  Adults,Overall,All Races,All Ages,All Grades
2012,NC,North Carolina,  Adults,Female,All Races,All Ages,All Grades
2017,IL,Illinois,E-  Adults,Overall,All Races,Age 25 and Older,> 12th Grade
2012,UT,Utah,  Adults,Overall,All Races,All Ages,All Grades
2017,VT,Vermont,  Adults,Overall,African American,All Ages,All Grades
2016,HI,Hawaii,E-  Adults,Male,All Races,All Ages,All Grades
2014-2015,WV,West Virginia,  Adults,Overall,Hispanic,All Ages,All Grades
2013,MT,Montana,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,NC,North Carolina, Adults,Female,All Races,All Ages,All Grades
2018,CA,California,  Adults,Male,All Races,All Ages,All Grades
2014-2015,PA,Pennsylvania,  Adults,Overall,Asian/Pacific Islander,All Ages,All Grades
2018-2019,DC,District of Columbia,  Adults,Overall,Hispanic,All Ages,All Grades
2011-2012,KS,Kansas,  Adults,Overall,African American,All Ages,All Grades
2019,IN,Indiana,  Adults,Female,All Races,All Ages,All Grades
2015,AR,Arkansas,  Adults,Overall,All Races,25 to 44 Years,All Grades
2016,IN,Indiana,  Adults,Female,All Races,All Ages,All Grades
